animal_id,outcome_type
A706369,Transfer
A729962,Transfer
A612925,Adoption
A667098,Adoption
A729382,Return to Owner
A682104,Transfer
A671143,Return to Owner
A588842,Return to Owner
A761957,Adoption
A722143,Euthanasia
A765307,Transfer
A731511,Adoption
A708329,Adoption
A763079,Adoption
A745832,Transfer
A660098,Return to Owner
A686092,Adoption
A720196,Adoption
A732444,Adoption
A693363,Adoption
A659677,Transfer
A702848,Return to Owner
A684430,Adoption
A734533,Transfer
A740146,Transfer
A663804,Adoption
A672182,Adoption
A744015,Adoption
A639771,Return to Owner
A740379,Adoption
A729460,Euthanasia
A754674,Adoption
A668696,Transfer
A662609,Return to Owner
A717836,Return to Owner
A720274,Adoption
A682284,Adoption
A715549,Adoption
A722319,Euthanasia
A527170,Adoption
A715658,Transfer
A730464,Transfer
A736099,Transfer
A721711,Adoption
A601748,Transfer
A731535,Adoption
A757663,Adoption
A723027,Transfer
A589224,Return to Owner
A747256,Transfer
A727573,Transfer
A717147,Adoption
A736922,Adoption
A704900,Transfer
A735105,Transfer
A682523,Transfer
A748605,Transfer
A716550,Transfer
A654517,Transfer
A756173,Transfer
A743870,Transfer
A730152,Euthanasia
A740748,Transfer
A747965,Transfer
A756454,Transfer
A753332,Return to Owner
A719447,Adoption
A704763,Transfer
A678189,Transfer
A749061,Transfer
A696047,Adoption
A740435,Adoption
A666512,Transfer
A761703,Transfer
A694611,Adoption
A664944,Adoption
A736087,Transfer
A752637,Adoption
A711801,Transfer
A737586,Adoption
A757450,Transfer
A743116,Return to Owner
A702913,Adoption
A765968,Adoption
A749999,Return to Owner
A700705,Adoption
A689249,Adoption
A678777,Adoption
A731531,Adoption
A712151,Adoption
A760625,Adoption
A484925,Return to Owner
A689903,Transfer
A706024,Adoption
A758732,Return to Owner
A682572,Adoption
A739878,Adoption
A733591,Adoption
A727626,Adoption
A693997,Adoption
A693836,Transfer
A677976,Transfer
A752284,Adoption
A696708,Transfer
A677031,Adoption
A703793,Transfer
A601403,Return to Owner
A719047,Return to Owner
A725954,Adoption
A690526,Return to Owner
A757744,Return to Owner
A701441,Adoption
A741287,Adoption
A743656,Transfer
A735689,Adoption
A717465,Adoption
A757103,Adoption
A702213,Adoption
A710274,Adoption
A716497,Transfer
A733462,Transfer
A756603,Adoption
A723034,Transfer
A736874,Transfer
A682062,Return to Owner
A746611,Return to Owner
A724751,Adoption
A756129,Transfer
A758946,Transfer
A696291,Adoption
A686126,Transfer
A743370,Return to Owner
A692589,Adoption
A722833,Transfer
A719264,Transfer
A683687,Return to Owner
A685523,Transfer
A730675,Adoption
A674624,Transfer
A725800,Adoption
A747624,Adoption
A545780,Return to Owner
A744187,Adoption
A680032,Transfer
A764062,Transfer
A756747,Transfer
A675038,Transfer
A700347,Adoption
A738017,Adoption
A666621,Adoption
A682944,Adoption
A732884,Transfer
A713927,Adoption
A707444,Transfer
A726311,Transfer
A710255,Euthanasia
A678288,Adoption
A732055,Adoption
A734540,Adoption
A760433,Transfer
A688628,Transfer
A720620,Disposal
A759339,Transfer
A763907,Adoption
A689406,Return to Owner
A687996,Adoption
A710947,Adoption
A734236,Transfer
A669593,Adoption
A738792,Transfer
A701203,Transfer
A688683,Transfer
A686946,Transfer
A354597,Adoption
A714650,Adoption
A733123,Adoption
A474539,Return to Owner
A666936,Return to Owner
A725072,Transfer
A695843,Adoption
A689043,Transfer
A762993,Adoption
A759426,Transfer
A751632,Transfer
A729132,Transfer
A679851,Transfer
A723908,Return to Owner
A742519,Return to Owner
A676167,Transfer
A728757,Adoption
A747685,Transfer
A693889,Transfer
A747972,Transfer
A684584,Adoption
A757565,Adoption
A739704,Adoption
A700455,Transfer
A755218,Adoption
A759065,Adoption
A717046,Adoption
A745047,Transfer
A672305,Adoption
A665254,Transfer
A661073,Adoption
A693084,Adoption
A665890,Adoption
A667332,Transfer
A688632,Adoption
A734721,Transfer
A725524,Adoption
A687213,Adoption
A728717,Transfer
A700980,Adoption
A683186,Transfer
A681085,Transfer
A731329,Transfer
A760409,Adoption
A666156,Return to Owner
A747158,Transfer
A710377,Adoption
A726032,Adoption
A666014,Transfer
A699686,Return to Owner
A664430,Transfer
A758500,Adoption
A727011,Adoption
A725054,Transfer
A676382,Adoption
A723710,Return to Owner
A753295,Adoption
A743120,Adoption
A724512,Adoption
A673907,Adoption
A711081,Return to Owner
A733384,Adoption
A740732,Disposal
A671541,Return to Owner
A685073,Return to Owner
A743614,Transfer
A754599,Adoption
A706874,Adoption
A742050,Transfer
A746396,Adoption
A712996,Transfer
A716831,Adoption
A731966,Transfer
A685424,Transfer
A726368,Adoption
A632070,Adoption
A718442,Transfer
A746644,Transfer
A733609,Adoption
A743650,Transfer
A749654,Return to Owner
A760463,Return to Owner
A719340,Adoption
A720858,Return to Owner
A668595,Transfer
A677658,Adoption
A682722,Adoption
A689992,Adoption
A723763,Adoption
A726749,Transfer
A687911,Adoption
A726772,Adoption
A673252,Adoption
A742416,Transfer
A673193,Adoption
A693725,Transfer
A752074,Adoption
A765390,Euthanasia
A699768,Transfer
A731627,Adoption
A763116,Adoption
A697927,Adoption
A679212,Transfer
A728172,Transfer
A725722,Transfer
A711775,Transfer
A697903,Transfer
A690876,Adoption
A741927,Adoption
A728903,Adoption
A718726,Adoption
A733947,Return to Owner
A709558,Adoption
A691706,Adoption
A694859,Return to Owner
A727857,Adoption
A700373,Return to Owner
A672858,Adoption
A679769,Adoption
A688133,Adoption
A704521,Adoption
A727511,Adoption
A752219,Adoption
A691516,Transfer
A733472,Transfer
A739820,Transfer
A684597,Euthanasia
A764334,Return to Owner
A702629,Transfer
A664179,Transfer
A724697,Adoption
A642264,Return to Owner
A694295,Adoption
A693284,Adoption
A762744,Transfer
A691396,Transfer
A699895,Euthanasia
A752017,Transfer
A756252,Adoption
A761557,Transfer
A760228,Adoption
A733679,Adoption
A742287,Adoption
A727764,Adoption
A721838,Adoption
A746714,Transfer
A658727,Transfer
A749844,Transfer
A723396,Transfer
A579961,Adoption
A765672,Adoption
A732402,Transfer
A757194,Transfer
A751206,Adoption
A667665,Return to Owner
A730106,Transfer
A637896,Transfer
A733934,Transfer
A742805,Adoption
A678516,Return to Owner
A729353,Adoption
A704452,Transfer
A759985,Adoption
A700188,Transfer
A705213,Transfer
A688479,Adoption
A737772,Transfer
A702239,Adoption
A661832,Adoption
A712028,Transfer
A677884,Adoption
A611929,Transfer
A732107,Transfer
A714659,Adoption
A682555,Transfer
A748776,Adoption
A671447,Adoption
A761865,Adoption
A747555,Transfer
A740708,Transfer
A683027,Adoption
A694006,Adoption
A752848,Adoption
A760210,Adoption
A718705,Adoption
A701437,Transfer
A718357,Transfer
A732560,Adoption
A685351,Return to Owner
A673634,Transfer
A752972,Adoption
A724334,Transfer
A755583,Transfer
A700522,Transfer
A762274,Adoption
A741240,Adoption
A678741,Transfer
A742601,Adoption
A677571,Transfer
A696112,Transfer
A708966,Adoption
A757808,Transfer
A730690,Transfer
A689990,Transfer
A720784,Adoption
A531317,Transfer
A729018,Adoption
A718922,Transfer
A685517,Transfer
A756696,Adoption
A711409,Transfer
A754268,Return to Owner
A717553,Adoption
A686725,Adoption
A765279,Adoption
A683061,Transfer
A693418,Adoption
A679632,Transfer
A677484,Transfer
A704897,Adoption
A745126,Adoption
A708081,Transfer
A617161,Return to Owner
A745786,Return to Owner
A708187,Adoption
A719049,Transfer
A680813,Return to Owner
A729089,Transfer
A749397,Adoption
A713865,Transfer
A683582,Return to Owner
A749712,Adoption
A715965,Adoption
A713363,Transfer
A663819,Adoption
A755651,Adoption
A710749,Transfer
A744312,Return to Owner
A689032,Adoption
A729724,Transfer
A765169,Return to Owner
A608160,Transfer
A684396,Transfer
A670491,Adoption
A753338,Adoption
A667957,Adoption
A763032,Transfer
A716929,Adoption
A720106,Transfer
A716769,Adoption
A752738,Adoption
A668065,Adoption
A733969,Adoption
A689262,Adoption
A697980,Adoption
A751041,Adoption
A691430,Transfer
A707201,Adoption
A751423,Transfer
A735662,Adoption
A686091,Transfer
A666518,Adoption
A656668,Adoption
A729650,Adoption
A666865,Adoption
A723199,Return to Owner
A682164,Return to Owner
A752554,Disposal
A763574,Adoption
A755058,Transfer
A732964,Transfer
A710681,Transfer
A726177,Transfer
A752405,Transfer
A678684,Transfer
A748020,Transfer
A754881,Adoption
A479150,Adoption
A730216,Adoption
A719261,Transfer
A701403,Adoption
A760267,Transfer
A683224,Transfer
A753669,Transfer
A696213,Transfer
A673388,Transfer
A676573,Adoption
A727803,Transfer
A727993,Transfer
A686170,Adoption
A709126,Transfer
A714623,Return to Owner
A717679,Adoption
A692182,Adoption
A724510,Adoption
A674881,Adoption
A722304,Adoption
A709377,Adoption
A721158,Return to Owner
A764055,Adoption
A719268,Transfer
A705045,Transfer
A717889,Adoption
A742215,Adoption
A673717,Return to Owner
A716390,Transfer
A752764,Return to Owner
A670320,Transfer
A732381,Transfer
A687048,Transfer
A691463,Adoption
A749986,Adoption
A691745,Adoption
A734488,Transfer
A683237,Adoption
A720622,Disposal
A628571,Adoption
A723981,Return to Owner
A696900,Transfer
A670214,Transfer
A763920,Adoption
A666980,Adoption
A764085,Transfer
A711217,Adoption
A714379,Adoption
A677076,Adoption
A670516,Euthanasia
A707046,Return to Owner
A727896,Adoption
A663020,Adoption
A667152,Adoption
A733574,Transfer
A705100,Transfer
A699037,Transfer
A723573,Transfer
A668976,Adoption
A690443,Return to Owner
A677329,Adoption
A688818,Adoption
A735222,Transfer
A705642,Transfer
A724830,Transfer
A747435,Transfer
A761153,Adoption
A703962,Transfer
A647646,Adoption
A728466,Adoption
A733021,Transfer
A724999,Adoption
A754294,Adoption
A707432,Adoption
A757555,Adoption
A718903,Transfer
A679658,Transfer
A720945,Transfer
A701299,Transfer
A738518,Adoption
A673726,Transfer
A743050,Return to Owner
A597414,Return to Owner
A693755,Euthanasia
A741800,Return to Owner
A691498,Adoption
A758956,Transfer
A751086,Transfer
A760740,Transfer
A752361,Adoption
A670355,Return to Owner
A674710,Return to Owner
A714025,Return to Owner
A657832,Adoption
A759156,Transfer
A701383,Transfer
A734756,Adoption
A683345,Adoption
A745081,Transfer
A753403,Transfer
A755879,Return to Owner
A753809,Adoption
A722730,Transfer
A676201,Transfer
A745760,Return to Owner
A748196,Transfer
A693714,Transfer
A714041,Adoption
A763962,Transfer
A706517,Return to Owner
A699621,Adoption
A677410,Adoption
A760329,Transfer
A747340,Adoption
A693598,Transfer
A752359,Adoption
A724377,Transfer
A724674,Return to Owner
A701319,Transfer
A678196,Transfer
A715700,Transfer
A676275,Adoption
A674734,Transfer
A676097,Return to Owner
A670239,Transfer
A750659,Adoption
A697149,Disposal
A759817,Adoption
A727252,Adoption
A740982,Transfer
A696040,Transfer
A609281,Return to Owner
A750415,Transfer
A676597,Transfer
A673638,Return to Owner
A672752,Adoption
A685479,Adoption
A752819,Transfer
A704548,Adoption
A712216,Transfer
A687935,Transfer
A745116,Transfer
A689322,Adoption
A743460,Disposal
A750752,Adoption
A748861,Return to Owner
A654714,Transfer
A726250,Adoption
A714753,Adoption
A720998,Adoption
A696048,Return to Owner
A762646,Return to Owner
A690132,Adoption
A611897,Return to Owner
A673906,Adoption
A697014,Adoption
A730769,Adoption
A731923,Adoption
A720606,Adoption
A720220,Transfer
A693684,Return to Owner
A723806,Adoption
A759003,Adoption
A736634,Adoption
A750185,Transfer
A677478,Transfer
A737668,Adoption
A753911,Return to Owner
A646262,Adoption
A709762,Transfer
A743776,Adoption
A760676,Adoption
A751471,Transfer
A728738,Adoption
A703891,Return to Owner
A663202,Adoption
A691777,Transfer
A693312,Return to Owner
A713629,Adoption
A716548,Adoption
A711739,Adoption
A665963,Return to Owner
A668344,Adoption
A641103,Transfer
A750821,Adoption
A677757,Euthanasia
A725640,Adoption
A662753,Adoption
A715615,Adoption
A678964,Transfer
A687502,Transfer
A735018,Adoption
A668541,Transfer
A679656,Transfer
A754075,Transfer
A701424,Adoption
A677634,Transfer
A678261,Transfer
A711737,Adoption
A680006,Transfer
A738480,Adoption
A572479,Adoption
A731401,Transfer
A686510,Transfer
A760421,Transfer
A686881,Transfer
A726758,Transfer
A700784,Transfer
A688308,Transfer
A672648,Adoption
A618412,Adoption
A737142,Transfer
A704298,Adoption
A709115,Adoption
A695786,Transfer
A756338,Adoption
A710159,Adoption
A733159,Adoption
A697056,Adoption
A685546,Euthanasia
A719526,Adoption
A724972,Return to Owner
A761086,Transfer
A693419,Transfer
A749113,Adoption
A735775,Transfer
A660122,Transfer
A714262,Transfer
A704461,Transfer
A696060,Adoption
A738122,Adoption
A698747,Adoption
A679423,Adoption
A673392,Adoption
A699077,Adoption
A764899,Adoption
A744712,Adoption
A722780,Adoption
A704019,Transfer
A742121,Adoption
A687027,Return to Owner
A746127,Return to Owner
A678290,Adoption
A690028,Adoption
A765085,Transfer
A720905,Adoption
A740288,Transfer
A716419,Adoption
A747214,Return to Owner
A733158,Euthanasia
A705334,Transfer
A713977,Transfer
A718386,Adoption
A531969,Return to Owner
A747714,Transfer
A765505,Adoption
A678748,Transfer
A688621,Transfer
A756397,Adoption
A662486,Adoption
A680357,Adoption
A700977,Return to Owner
A686929,Adoption
A731850,Transfer
A737724,Adoption
A737416,Adoption
A715827,Adoption
A665138,Return to Owner
A681271,Transfer
A763812,Return to Owner
A742085,Return to Owner
A714472,Adoption
A742359,Adoption
A665135,Adoption
A725252,Adoption
A699381,Euthanasia
A716951,Transfer
A676657,Transfer
A667203,Adoption
A684742,Adoption
A701599,Adoption
A733509,Transfer
A707797,Transfer
A695576,Adoption
A716899,Transfer
A761465,Adoption
A697976,Adoption
A709675,Adoption
A666161,Transfer
A716510,Adoption
A736622,Transfer
A757842,Adoption
A741303,Adoption
A724330,Adoption
A569290,Adoption
A691532,Transfer
A717461,Adoption
A621652,Transfer
A669529,Euthanasia
A694480,Adoption
A728807,Transfer
A672422,Adoption
A712383,Transfer
A722979,Transfer
A669271,Adoption
A697929,Adoption
A748628,Transfer
A626165,Adoption
A745527,Disposal
A668827,Transfer
A730415,Adoption
A669793,Return to Owner
A707807,Adoption
A728231,Adoption
A742376,Transfer
A753842,Transfer
A706327,Adoption
A674782,Adoption
A729174,Transfer
A755296,Adoption
A757460,Adoption
A721758,Return to Owner
A675689,Adoption
A714634,Adoption
A741508,Transfer
A685414,Transfer
A747487,Transfer
A744611,Return to Owner
A705980,Transfer
A683059,Transfer
A764205,Adoption
A750807,Adoption
A684799,Adoption
A670279,Adoption
A478560,Return to Owner
A693075,Transfer
A694847,Transfer
A700083,Adoption
A675513,Adoption
A693053,Adoption
A750318,Transfer
A671644,Transfer
A484463,Return to Owner
A725626,Transfer
A737965,Euthanasia
A697026,Adoption
A707902,Adoption
A616640,Adoption
A678652,Transfer
A692578,Transfer
A722794,Return to Owner
A714495,Adoption
A629363,Adoption
A734781,Transfer
A760110,Transfer
A664544,Adoption
A752966,Adoption
A719348,Transfer
A651568,Adoption
A717523,Return to Owner
A749734,Transfer
A680944,Transfer
A688983,Adoption
A752684,Transfer
A730327,Transfer
A687087,Transfer
A669415,Transfer
A633968,Transfer
A710018,Transfer
A705531,Transfer
A755776,Adoption
A680622,Transfer
A735948,Transfer
A759609,Transfer
A702634,Transfer
A671534,Transfer
A669763,Return to Owner
A759052,Adoption
A703343,Transfer
A759011,Transfer
A705338,Transfer
A665362,Transfer
A681275,Transfer
A758687,Transfer
A764511,Transfer
A760655,Adoption
A649445,Return to Owner
A728634,Transfer
A763696,Transfer
A711621,Adoption
A689654,Adoption
A694915,Transfer
A694121,Transfer
A669747,Transfer
A722646,Adoption
A688869,Transfer
A656387,Adoption
A754491,Adoption
A735429,Adoption
A734468,Adoption
A678839,Transfer
A757515,Transfer
A730637,Transfer
A764765,Adoption
A731143,Adoption
A717195,Adoption
A672180,Return to Owner
A722033,Return to Owner
A717735,Adoption
A761892,Transfer
A764136,Transfer
A640235,Adoption
A687003,Transfer
A706382,Return to Owner
A665901,Adoption
A683733,Transfer
A736374,Return to Owner
A682532,Adoption
A748222,Adoption
A689708,Adoption
A673780,Adoption
A699552,Return to Owner
A714987,Adoption
A760596,Transfer
A700190,Transfer
A730657,Adoption
